Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Delay_from_due_date,Num_Credit_Inquiries,Credit_Utilization_Ratio,Total_EMI_per_month
5799.45,3,0.738,15,8,0.0,38.60948946615,53.92351397165268
5799.45,3,0.738,15,8,0.0,29.963113215035023,53.92351397165268
,3,0.738,15,8,5.0,26.044047941917125,53.92351397165268
2227.8316666666665,705,0.861,24,48,12.0,25.421302240233963,69.68545857227979
2227.8316666666665,7,0.861,24,49,12.0,32.59207553656722,69.68545857227979
2028.727911284025,7,22.386,24,53,12.0,32.5406595850084,268.78921395492137
,7,0.861,24,53,12.0,33.988956454873126,268.78921395492137
6284.613333333334,4,0.615,17,14,5.0,23.02296944630657,215.83917063897167
6284.613333333334,4,0.615,17,14,5.0,33.36592465091732,215.83917063897167
,4,0.615,17,14,5.0,35.184574015125555,215.83917063897167
6284.613333333334,4,0.615,17,14,5.0,29.71024332258681,215.83917063897167
1423.168333333333,8,0.615,32,13,9.0,35.25868915551265,43.07051960231588
1423.168333333333,8,0.615,32,12,9.0,30.77530249613676,43.07051960231588
1423.168333333333,8,0.615,32,17,9.0,24.03584985300275,43.07051960231588
1423.168333333333,8,0.615,32,17,9.0,24.912378358036733,43.07051960231588
5800.276666666668,5,0.861,5,7,2.0,26.45967317656464,100.18936089086122
5800.276666666668,5,0.861,5,7,2.0,26.47501157048493,100.18936089086122
5800.276666666668,5,0.861,5,5,2.0,31.48360268250671,100.18936089086122
5800.276666666668,5,0.861,5,7,2.0,40.303827080568375,100.18936089086122
853.8245833333333,5,0.615,13,25,3.0,25.40613455558175,0.0
853.8245833333333,5,0.615,13,22,3.0,39.56255490128193,76196.0
,5,0.615,13,22,3.0,37.17362983737996,0.0
853.8245833333333,5,0.615,13,22,3.0,37.75049154174107,0.0
2623.703333333333,7,1.107,31,49,9.0,28.70868274990321,114.533020898938
,7,1.107,31,53,9.0,26.31821955912509,114.533020898938
2623.703333333333,7,1.107,31,50,9.0,36.226656344628886,114.533020898938
2623.703333333333,7,1.107,31,44,13.0,33.491468635341825,114.533020898938
1740.539166666667,6,0.369,14,6,11.0,39.73211698649768,49.348666321498655
1740.539166666667,6,0.369,14,6,11.0,34.37783509597484,49.348666321498655
1740.539166666667,6,0.369,14,4,11.0,35.52711862461349,49.348666321498655
1740.539166666667,6,0.369,14,6,11.0,27.44347031492073,49.348666321498655
12432.61,3,0.492,5,13,1.0,31.242582087119523,364.9151774048712
,3,0.492,5,13,1.0,26.680126079571075,364.9151774048712
12432.61,3,0.492,5,13,1.0,32.94616475327622,364.9151774048712
12432.61,3,0.492,5,13,1.0,30.13624117588956,364.9151774048712
7185.5025,4,0.246,3,10,3.0,37.215288262387006,0.0
7185.5025,4,0.246,3,12,3.0,32.89858445852859,0.0
7185.5025,4,0.246,3,7,3.0,30.4536649314624,0.0
7185.5025,4,0.246,3,9,3.0,23.541373517099988,0.0
4369.4825,10,1.23,18,30,11.0,36.47040878115544,314.90178526768176
4369.4825,10,112.422,18,30,11.0,37.749720192245775,314.90178526768176
4369.4825,10,1.23,18,30,11.0,25.42853525508577,314.90178526768176
4369.4825,10,1.23,4224,34,15.0,26.42666790426557,314.90178526768176
1057.4358333333332,7,1.23,33,54,11.0,37.84559431933441,58.86844083860843
,7,1.23,33,59,12.0,32.39193289599275,58.86844083860843
1057.4358333333332,7,1.23,33,59,12.0,31.29995338554643,58.86844083860843
1057.4358333333332,7,1.23,33,59,12.0,35.456805235533096,58.86844083860843
7489.973333333332,2,0.738,8,0,0.0,32.853999680614216,121.68201673654264
7489.973333333332,2,0.738,8,2,0.0,28.21804729180263,121.68201673654264
,2,0.738,8,2,0.0,32.38764952831312,121.68201673654264
7489.973333333332,2,0.738,8,2,0.0,26.45454790745145,121.68201673654264
6810.19,10,1.107,25,20,11.0,25.35635928552024,574.0657978713467
6810.19,10,1.107,25,20,11.0,34.64095601413508,574.0657978713467
6810.19,10,1.107,25,20,11.0,23.30206030990575,574.0657978713467
,10,1.107,25,24,11.0,24.38899990595345,574.0657978713467
8279.375,8,0.492,11,24,2.0,28.70248625360616,95.5216287821567
8279.375,8,0.492,11,23,7.0,31.37134357228205,95.5216287821567
8279.375,8,0.492,11,28,7.0,41.72201510339915,95.5216287821567
8279.375,8,0.492,11,23,7.0,28.91782480697284,95.5216287821567
4091.9175,6,0.615,31,27,12.0,29.132503896515377,156.00331166279182
4091.9175,6,0.615,31,27,12.0,26.041476458839284,156.00331166279182
4091.9175,6,0.615,31,27,12.0,25.564101283916603,156.00331166279182
4091.9175,6,0.615,31,27,12.0,26.3161966456708,156.00331166279182
3224.935,9,1.107,16,57,14.0,24.498773583689346,133.47084524343262
3224.935,9,1.107,16,57,14.0,32.08834596649757,133.47084524343262
3224.935,9,1.107,16,57,14.0,32.18202147765085,133.47084524343262
3224.935,9,1.107,16,55,368.0,34.516948022564755,133.47084524343262
1023.2175884600924,8,0.615,21,62,6.0,26.83136802365159,70.97506654794734
1023.2175884600924,8,0.615,21,62,6.0,30.47662041670941,70.97506654794734
1023.2175884600924,8,0.615,21,62,8.0,35.93426256284404,70.97506654794734
1023.2175884600924,8,0.615,21,62,8.0,35.591864492457645,77521.0
10416.026666666668,4,0.369,11,15,4.0,24.976492384915883,0.0
10416.026666666668,4,0.369,11,15,4.0,38.32820801824736,0.0
10416.026666666668,4,0.369,11,15,4.0,25.589621968336967,0.0
,4,0.369,11,10,4.0,33.985039671594016,0.0
,6,160.392,7,6,10.0,24.70310631498484,57.35116518894053
1654.615,6,0.369,7,8,10.0,38.239359609858695,57.35116518894053
,6,0.369,7,6,10.0,35.205387189137824,57.35116518894053
1654.615,6,0.369,7,8,10.0,37.63832057733276,57.35116518894053
3132.524166666666,8,0.861,6,14,5.0,23.9825937667405,95.8007129241996
3132.524166666666,8,0.861,6,14,5.0,30.366771673201672,95.8007129241996
3132.524166666666,8,0.861,6,14,5.0,26.48250926936004,95.8007129241996
3132.524166666666,8,0.861,6,13,5.0,36.96739330982656,95.8007129241996
6866.6925,5,0.369,17,25,4.0,41.42561225498106,0.0
6866.6925,5,0.369,17,25,4.0,29.77566497418545,29462.0
,5,0.369,17,25,4.0,26.97845992040148,0.0
,5,0.369,17,25,4.0,31.448298205899786,0.0
5978.466666666667,10,0.861,20,49,15.0,21.36749557534374,485.75043098703753
5978.466666666667,845,0.861,20,49,15.0,30.57502153709305,485.75043098703753
5978.466666666667,10,0.861,20,49,15.0,34.69890141102788,485.75043098703753
,10,0.861,20,49,15.0,26.17731854335801,485.75043098703753
6449.373333333332,9,0.615,29,24,9.0,30.678357305498324,291.78276034215287
6449.373333333332,9,0.615,29,27,10.0,36.06752345494088,291.78276034215287
,9,0.615,29,27,10.0,39.95064849367896,291.78276034215287
6449.373333333332,9,0.615,29,27,10.0,28.4224252950053,291.78276034215287
3651.896666666667,8,0.615,31,62,11.0,39.70319208604806,102.28339754384292
3651.896666666667,8,0.615,31,57,11.0,32.682896118289925,102.28339754384292
3651.896666666667,8,0.615,31,62,1836.0,32.36420486172926,102.28339754384292
3651.896666666667,8,0.615,31,62,11.0,29.64992239097574,102.28339754384292
1459.1333333333332,10,0.984,20,55,12.0,36.18467149964514,78.41827155188288
1459.1333333333332,10,0.984,20,56,12.0,28.44100192785308,78.41827155188288
1459.1333333333332,10,0.984,20,57,12.0,38.06493661928295,78.41827155188288
1459.1333333333332,10,0.984,20,54,12.0,37.3359752389225,78.41827155188288
5936.78,7,0.369,18,20,2.0,30.877438089901627,214.8134632011097
5936.78,7,0.369,18,22,2.0,30.148088534468226,214.8134632011097
,7,0.369,18,20,5.0,36.16528900264309,214.8134632011097
5936.78,7,0.369,18,20,5.0,38.30456756460622,214.8134632011097
,5,0.246,8,12,6.0,36.20338081140508,211.1843903373817
7255.538333333334,5,0.246,8,15,6.0,31.087772124643024,211.1843903373817
7255.538333333334,5,0.246,8,15,6.0,29.97310198091432,211.1843903373817
7255.538333333334,5,62.73,8,15,6.0,25.549418618612485,211.1843903373817
10115.05,5,0.123,4,14,8.0,33.35938772535768,0.0
,5,0.123,4,13,8.0,29.89353369878726,0.0
10115.05,5,0.123,4,15,8.0,35.37180147836356,0.0
,5,0.123,4,13,8.0,41.31704098897489,0.0
5197.508333333333,5,0.861,5,18,9.0,26.64190873355762,220.2137267039484
5197.508333333333,5,0.861,5,18,9.0,29.28187512966416,220.2137267039484
5197.508333333333,5,0.861,5,18,9.0,35.9681581457689,220.2137267039484
5197.508333333333,5,0.861,5,18,,30.678421986789413,220.2137267039484
6424.022011446845,8,0.738,5104,50,8.0,37.81143857196421,351.36704467467814
6424.022011446845,8,0.738,32,48,8.0,36.60656249100761,351.36704467467814
6424.022011446845,8,0.738,32,53,8.0,39.64996757611823,351.36704467467814
6424.022011446845,8,0.738,32,50,8.0,27.948016337208426,351.36704467467814
,8,0.861,28,41,11.0,33.74727380566931,169.48198431622052
4295.4075,8,0.861,28,41,,25.11068861576809,169.48198431622052
4295.4075,8,0.861,28,41,11.0,29.84794832139709,169.48198431622052
4295.4075,8,0.861,28,37,11.0,27.57514175449911,169.48198431622052
,8,0.615,15,57,11.0,34.118771162915394,116.10341691461672
,8,0.615,15,57,11.0,30.905368076866196,116.10341691461672
4824.555,8,0.615,15,57,11.0,37.12594447768069,116.10341691461672
4824.555,8,0.615,15,62,11.0,29.824790988882512,116.10341691461672
2721.5366666666664,5,0.738,5,19,6.0,40.11130189464117,64.84803820501804
2721.5366666666664,5,0.738,5,19,6.0,39.0985593956832,64.84803820501804
2721.5366666666664,5,0.738,5,22,6.0,36.83997819098044,64.84803820501804
2721.5366666666664,5,0.738,5,19,6.0,38.888987754365246,64.84803820501804
,8,0.984,24,24,13.0,35.68594084053308,148.91327341500903
3507.295,8,0.984,24,24,13.0,26.125446441717568,148.91327341500903
3507.295,8,0.984,24,19,13.0,38.54245777149914,148.91327341500903
3507.295,8,0.984,24,24,13.0,33.964677136761175,148.91327341500903
10653.043107889978,0,0.369,7,15,1.0,37.448141218726136,1293.5054487288114
10653.043107889978,0,0.369,7,15,1.0,39.35799558859895,1293.5054487288114
10653.043107889978,0,0.369,7,15,2.0,37.909392220605575,1293.5054487288114
10653.043107889978,0,0.369,7,12,2.0,30.900038734791277,4246.0
2651.8625,5,0.492,14,29,5.0,27.13214133329016,96.72128021256924
2651.8625,5,0.492,14,29,5.0,29.317284534935997,96.72128021256924
2651.8625,5,0.492,14,29,5.0,25.307354031106303,96.72128021256924
2651.8625,5,0.492,14,30,7.0,24.21350841684286,96.72128021256924
1584.78875,2,0.369,9,6,3.0,24.628827983112306,24.8214249786604
1584.78875,2,0.369,9,1,3.0,28.06382123496347,24.8214249786604
1584.78875,2,0.369,9,6,3.0,30.815155135695115,24.8214249786604
,2,0.369,9,6,3.0,26.21104864449256,24.8214249786604
690.1116666666667,8,1.107,31,64,10.0,35.47926696547023,36.67512791916932
690.1116666666667,8,1.107,31,61,10.0,31.47103204002162,36.67512791916932
,8,1.107,31,61,10.0,27.20170801456344,36.67512791916932
690.1116666666667,8,1.107,31,62,10.0,35.850307949102344,36.67512791916932
,0,0.369,11,1,1.0,39.45053019476518,31.37979415843871
6300.581666666666,0,0.369,11,1,5.0,25.45325878853064,31.37979415843871
6300.581666666666,0,0.369,11,1,5.0,33.74384689259225,31.37979415843871
6300.581666666666,1,0.492,11,1,5.0,29.963068109536977,31.37979415843871
3282.269196467356,10,0.861,30,31,10.0,31.393838179842756,460.4272666027642
3282.269196467356,1444,0.861,30,36,10.0,33.877016508271254,460.4272666027642
3282.269196467356,10,0.861,30,36,15.0,25.858932365901,460.4272666027642
3282.269196467356,10,0.861,30,36,15.0,37.668434988986384,460.4272666027642
2767.231666666666,8,0.615,17,8,5.0,24.33251485677405,0.0
2767.231666666666,8,0.615,17,8,5.0,37.015875694754655,0.0
2767.231666666666,8,0.615,17,8,5.0,29.441720635904865,0.0
2767.231666666666,8,0.615,17,8,5.0,26.968914430296625,0.0
10795.6325,142,0.369,1,9,0.0,31.748653452839505,389.3056724525229
10795.6325,1,0.369,1,9,3.0,38.37232062750051,389.3056724525229
,1,0.369,1,9,,33.15728064201587,389.3056724525229
10795.6325,1,0.369,1,9,,31.345768164116336,389.3056724525229
1214.7783333333334,6,0.615,5,5,2.0,26.323832394128733,10.535555607461252
,6,0.615,5,10,2.0,34.91508877384353,10.535555607461252
1214.7783333333334,6,0.615,5,10,2.0,30.609385977601825,10.535555607461252
1214.7783333333334,6,0.615,5,10,2.0,37.721439876804816,10.535555607461252
3969.5975,6,0.738,29,42,14.0,24.25286502648052,248.599885855438
3969.5975,6,0.738,29,42,14.0,33.895711192486885,248.599885855438
3969.5975,6,0.738,29,42,14.0,36.54670150307007,248.599885855438
,6,0.738,29,43,14.0,32.401792198625685,248.599885855438
1242.2783333333334,8,0.492,16,5,2.0,36.39697610508068,20.06363388435491
1242.2783333333334,8,0.492,16,7,2.0,41.03365487896887,20.06363388435491
1242.2783333333334,8,0.492,16,5,2.0,24.472856911114174,20.06363388435491
1242.2783333333334,8,0.492,16,8,1426.0,30.299828334053284,20.06363388435491
,3,0.369,6,4,7.0,32.709138495816674,64.00168567310892
,3,0.369,6,4,7.0,42.28209254958709,64.00168567310892
8527.755,3,0.369,6,4,7.0,31.22177904222145,64.00168567310892
,3,0.369,6,-1,7.0,29.9904279681869,64.00168567310892
2756.103333333333,7,0.861,11,16,7.0,29.022727164866577,90.7591784649516
,7,0.861,11,16,7.0,30.182275459028844,90.7591784649516
2660.636339227669,7,0.861,11,14,7.0,25.87229894339765,186.22617257061623
2660.636339227669,7,0.861,11,20,7.0,29.05362022009968,186.22617257061623
10541.520749550598,8,0.615,15,9,5.0,27.87260929559752,662.7777405037292
10541.520749550598,8,0.615,15,9,5.0,32.52842503659934,662.7777405037292
10541.520749550598,8,0.615,15,9,5.0,41.219522080619285,662.7777405037292
10541.520749550598,8,0.615,15,9,5.0,36.244628132457535,662.7777405037292
3047.6766666666667,7,0.615,12,17,4.0,33.83231835702849,58.48765733950958
3047.6766666666667,7,0.615,12,17,6.0,27.08023304292088,58.48765733950958
,7,0.615,12,17,6.0,29.654486931392327,58.48765733950958
3047.6766666666667,7,0.615,12,17,6.0,30.3763626789762,58.48765733950958
1437.779166666667,6,0.615,17,60,6.0,33.74540509473278,71.54474307214656
1437.779166666667,6,0.615,17,60,6.0,25.242774404795504,71.54474307214656
,6,0.615,17,61,6.0,32.57481758191717,71.54474307214656
,6,0.615,17,60,11.0,26.503763164470637,71.54474307214656
,6,0.984,31,30,12.0,39.81281030049042,214.07212305606225
5653.783333333333,6,0.984,31,21,12.0,40.91248703750705,214.07212305606225
5653.783333333333,6,0.984,31,26,12.0,34.69129527687062,214.07212305606225
5653.783333333333,6,0.984,31,21,2019.0,27.13249466234779,214.07212305606225
,1,150.798,5,-2,8.0,41.42348017629144,34.81396985624466
1548.2458333333334,1,0.861,5,1,8.0,41.27143023516286,34.81396985624466
1548.2458333333334,1,0.861,5,1,8.0,29.861435919662046,34.81396985624466
1548.2458333333334,1,0.861,5,1,8.0,31.74691660199067,34.81396985624466
2518.839166666666,7,0.369,11,8,6.0,30.40209982590481,73.23331847935155
2518.839166666666,7,0.369,11,12,6.0,26.27047546982729,73.23331847935155
2518.839166666666,7,0.369,11,12,6.0,27.73342619528208,73.23331847935155
2518.839166666666,7,0.369,11,12,6.0,23.5574646500409,73.23331847935155
1769.3979166666668,3,0.615,6,8,3.0,23.12269564318614,0.0
1769.3979166666668,3,0.615,6,3,3.0,41.065255679612704,0.0
1769.3979166666668,3,0.615,6,8,3.0,32.58090782121077,0.0
1769.3979166666668,3,0.615,6,9,1189.0,33.98795844692433,0.0
10872.26505763546,3,0.369,18,16,4.0,37.0374462153782,760.6082756978756
10872.26505763546,3,0.369,18,16,4.0,43.82689406740764,760.6082756978756
10872.26505763546,3,0.369,18,18,4.0,29.30607260584545,760.6082756978756
10872.26505763546,3,0.369,18,14,4.0,33.07793182310024,760.6082756978756
1557.4375,2,0.123,4,14,3.0,23.76629396145191,0.0
1557.4375,2,0.123,4,14,3.0,28.866621901857343,0.0
1557.4375,2,0.123,4,16,3.0,33.14341245117926,0.0
1557.4375,2,0.123,4,9,3.0,28.28502928639297,0.0
2606.105,4,0.369,6,22,5.0,38.98423900777389,17.69844332156168
2606.105,4,0.369,6,25,5.0,36.043560442424734,17.69844332156168
2606.105,4,0.369,6,20,9.0,35.527603850657634,17.69844332156168
2606.105,4,0.369,6,22,9.0,33.325781643071274,17.69844332156168
1899.405,6,0.615,7,14,5.0,37.859668889152616,0.0
1899.405,6,0.615,7,12,10.0,32.171054734180586,0.0
1899.405,6,0.615,7,12,10.0,32.1752548850747,0.0
1899.405,6,0.615,7,12,10.0,36.278266157034885,0.0
1086.7575,7,1.23,21,33,16.0,30.66834577212341,49.03239546911298
1086.7575,7,1.23,21,33,16.0,30.99083993733127,49.03239546911298
1086.7575,7,1.23,1616,33,16.0,32.06565142510969,49.03239546911298
,7,1.23,21,33,16.0,34.528830061689845,49.03239546911298
5068.38,9,1.107,18,23,15.0,28.204690904704623,171.34555972446432
5068.38,9,1.107,18,23,15.0,23.445625647930694,171.34555972446432
5068.38,9,1.107,18,23,15.0,24.20949501732343,171.34555972446432
5068.38,9,1.107,18,23,15.0,36.310920358906,73057.0
3454.528333333333,5,0.738,12,17,2.0,31.77262926668255,56.31142051341512
,5,0.738,12,17,2.0,28.743239983026484,56.31142051341512
3454.528333333333,5,0.738,12,13,2.0,37.251135888237904,56.31142051341512
